Week Number,Job,Assembly,Assembly Description,Qty,Schedule_Group,Department Class,Department,OP_SEQ_NUM,OPERATION_DESCRIPTION,RESOURCE_OPERATIONS_SEQ,RESOURCE_CODE,DESCRIPTION,Usage,Qty Per Hour,Run Time Min,Run Time Hours,Operation Start Date,Operation Completion Date,Paint_Code,NVL(REQ.REQLIST;'NODEMANDFOUND'),SCHED_FLAG
8,3645832,329623,TT665 MAIN CHASSIS WELD  ASSY,10,METAL_WELD WK 09-2022,METAL SHOP,WELD DEPT,110,MANUAL WELD,30,MANWELD01,MIG WELDING BAYS,0.460829,2.17,276.5,4.61,24/02/2022 08:00,24/02/2022 08:56,,No Demand found,Yes
8,3645832,329623,TT665 MAIN CHASSIS WELD  ASSY,10,METAL_WELD WK 09-2022,METAL SHOP,1MP0042,120,ROSTER BLASTER,30,1MP0042,ROSTER BLASTER,0.066667,15,40,0.67,24/02/2022 08:56,24/02/2022 09:42,,No Demand found,Yes
8,3646020,902647,DOOR STOP TUBE (M/S) (0.130) PAINTED SILVER,10,METAL SHOP WK 09-2022,METAL SHOP,SAW DEPT,110,METAL SAW,30,ADDISONSAW,ADDISON SAWS (2) - MEC 2000 AND ADIGE,0.001709,585,1.03,0.02,24/02/2022 08:00,24/02/2022 08:13,222067,No Demand found,Yes
8,3646020,902647,DOOR STOP TUBE (M/S) (0.130) PAINTED SILVER,10,METAL SHOP WK 09-2022,PAINT SHOP,PAINT CELL,120,PAINT BOOTH SILVER,30,LRGBOOTH01,SILVER PAINT ONLY,0.000357,2800,0.21,0,24/02/2022 08:13,24/02/2022 08:31,222067,No Demand found,Yes
9,3646033,912326,TGB.6055/100.GRAPHITE TANKS (MANUFACTURING USE ONLY),4,TT WK 09-2022,FLOORCARE,TT6055PREP,110,TGB 6055 PREP STAGE,20,6055 PREP,TGB 6055 PREP STAGE,2,0.5,480,8,03/03/2022 08:00,04/03/2022 08:00,,No Demand found,Next
9,3646033,912326,TGB.6055/100.GRAPHITE TANKS (MANUFACTURING USE ONLY),4,TT WK 09-2022,FLOORCARE,6055STAGE1,120,TGB 6055 BUILD STAGE 1,20,6055STAGE1,TGB 6055 BUILD STAGE 1,2,0.5,480,8,03/03/2022 08:00,04/03/2022 08:00,,No Demand found,Next
9,3646033,912326,TGB.6055/100.GRAPHITE TANKS (MANUFACTURING USE ONLY),4,TT WK 09-2022,FLOORCARE,6055STAGE2,130,TGB 6055 BUILD STAGE 2,20,6055STAGE2,TGB 6055 BUILD STAGE 2,2,0.5,480,8,03/03/2022 08:00,04/03/2022 08:00,,No Demand found,Next
9,3646033,912326,TGB.6055/100.GRAPHITE TANKS (MANUFACTURING USE ONLY),4,TT WK 09-2022,FLOORCARE,6055STAGE3,140,TGB 6055 BUILD STAGE 3,20,6055STAGE3,TGB 6055 BUILD STAGE 3,2,0.5,480,8,03/03/2022 08:00,04/03/2022 08:00,,No Demand found,Next
9,3646161,913843,NUC.244NX LEFT MOTOR COVER MOULDING BOXED,1,CSS WK 09-2022,CSS B13,GNKIT CELL,110,CSS GENUINE KIT CELL,20,GNKIT CELL,CSS GENUINE KIT CELL,0.033333,30,2,0.03,28/02/2022 08:00,28/02/2022 08:07,,No Demand found,Yes
9,3646390,604501,BATTERY VAC CHARGER/DOCK.EURO (187W/Hr BATTERY),2,CSS WK 09-2022,CSS B13,PODS CELL,110,POD CELL,30,POD CELL,CSS POD CELL,0.05,20,6,0.1,28/02/2022 08:00,28/02/2022 08:09,,No Demand found,Yes
8,3646948,227640,HENRY WHEEL 2 SHOT MOULDING,52200,CM WK 08-2022,INJC MOULD,HENRY AUTO,110,MACHINE 1.11 NB 270T CANBIMAT,10,MACH 1.11,NB 270T CANBIMAT + FLASH ROBOT,0.003125,320,9787.5,163.13,19/02/2022 04:47,25/02/2022 23:55,,No Demand found,Next
8,3646998,329128,TT 665 BASE SUB ASSY,80,CM WK 08-2022,INJC MOULD,DRUMS 2,110,MACHINE 2.06 NB 720T,10,MACH 2.06,NB 720T,0.053619,18.65,257.37,4.29,25/02/2022 19:37,25/02/2022 23:55,,No Demand found,Next
9,3647101,602381,400MM PROFLO DRY PICK UP FLOOR TOOL. PFB-400 (38MM),241,RMA WK 09-2022,ROTO MOULD,ROTO TOOLS,120,ROTO MOULD FLOOR TOOL ASSY,20,ROTO FTCAP,ROTO FLOOR TOOL ASSY CAPACITY,0.033333,30,482,8.03,03/03/2022 11:44,03/03/2022 16:15,,SPEC_MACH=1,Yes
10,3647170,216312,ATEX CONDUCTIVE 38MM END CUFF ASSY (SPARE PARTS),12,Servo Auto WK 10-2022,CSS B13,SERVO ABAG,110,SERVO AUTOBAG COMPLETE TO D.1.1,20,AUTO BAG 1,HS-100 EXCEL AUTOBAG,0.016667,60,12,0.2,07/03/2022 08:00,07/03/2022 08:15,,No Demand found,Yes
12,3647190,838902,WV.900-2.BLUE.BLACK.V30.KIT AA5.BP.LESS DRY FILTER.DIE CAST NECK. S/S DEFLECTOR,40,"14""PL WK 12-2022",VAC C,PREP-C1,110,VAC C DRUM PREP,20,PREP-C1,VAC C DRUM PREP,0.083333,12,200,3.33,22/03/2022 08:00,22/03/2022 11:35,,Sales order=40,Next
12,3647190,838902,WV.900-2.BLUE.BLACK.V30.KIT AA5.BP.LESS DRY FILTER.DIE CAST NECK. S/S DEFLECTOR,40,"14""PL WK 12-2022",VAC C,BUILD-C1,120,VAC C BUILD STAGE 1,20,BUILD-C1,VAC C BUILD STAGE 1,0.083333,12,200,3.33,22/03/2022 08:00,22/03/2022 11:35,,Sales order=40,Next
12,3647190,838902,WV.900-2.BLUE.BLACK.V30.KIT AA5.BP.LESS DRY FILTER.DIE CAST NECK. S/S DEFLECTOR,40,"14""PL WK 12-2022",VAC C,EOLT-C1,130,VAC C END OF LINE TEST,20,EOLT-C1,VAC C END OF LINE TEST,0.083333,12,200,3.33,22/03/2022 08:00,22/03/2022 11:35,,Sales order=40,Next
12,3647190,838902,WV.900-2.BLUE.BLACK.V30.KIT AA5.BP.LESS DRY FILTER.DIE CAST NECK. S/S DEFLECTOR,40,"14""PL WK 12-2022",VAC C,PACK-C1,140,VAC C PACK,20,PACK-C1,VAC C PACK1,0.083333,12,200,3.33,22/03/2022 08:00,22/03/2022 11:35,,Sales order=40,Next
12,3647191,598003,WVD.2000AP-2.BLACK.V34.BP.BLOTTENBERG.HEAD ONLY PACKED,30,"14""PL WK 12-2022",VAC C,PREP-C1,110,VAC C DRUM PREP,20,PREP-C1,VAC C DRUM PREP,0.083333,12,150,2.5,24/03/2022 08:00,24/03/2022 10:45,,Sales order=30,Next
12,3647191,598003,WVD.2000AP-2.BLACK.V34.BP.BLOTTENBERG.HEAD ONLY PACKED,30,"14""PL WK 12-2022",VAC C,BUILD-C1,120,VAC C BUILD STAGE 1,20,BUILD-C1,VAC C BUILD STAGE 1,0.083333,12,150,2.5,24/03/2022 08:00,24/03/2022 10:45,,Sales order=30,Next
12,3647191,598003,WVD.2000AP-2.BLACK.V34.BP.BLOTTENBERG.HEAD ONLY PACKED,30,"14""PL WK 12-2022",VAC C,EOLT-C1,130,VAC C END OF LINE TEST,20,EOLT-C1,VAC C END OF LINE TEST,0.083333,12,150,2.5,24/03/2022 08:00,24/03/2022 10:45,,Sales order=30,Next
12,3647191,598003,WVD.2000AP-2.BLACK.V34.BP.BLOTTENBERG.HEAD ONLY PACKED,30,"14""PL WK 12-2022",VAC C,PACK-C1,140,VAC C PACK,20,PACK-C1,VAC C PACK1,0.083333,12,150,2.5,24/03/2022 08:00,24/03/2022 10:45,,Sales order=30,Next
12,3647192,833540,WV.1800AP-2.BLUE.BLACK.V70.KIT BS7.BP.NACECARE,30,"14""PL WK 12-2022",VAC C,PREP-C1,110,VAC C DRUM PREP,20,PREP-C1,VAC C DRUM PREP,0.083333,12,150,2.5,23/03/2022 08:00,23/03/2022 10:45,,Sales order=34,Next
12,3647192,833540,WV.1800AP-2.BLUE.BLACK.V70.KIT BS7.BP.NACECARE,30,"14""PL WK 12-2022",VAC C,BUILD-C1,120,VAC C BUILD STAGE 1,20,BUILD-C1,VAC C BUILD STAGE 1,0.083333,12,150,2.5,23/03/2022 08:00,23/03/2022 10:45,,Sales order=34,Next
12,3647192,833540,WV.1800AP-2.BLUE.BLACK.V70.KIT BS7.BP.NACECARE,30,"14""PL WK 12-2022",VAC C,EOLT-C1,130,VAC C END OF LINE TEST,20,EOLT-C1,VAC C END OF LINE TEST,0.083333,12,150,2.5,23/03/2022 08:00,23/03/2022 10:45,,Sales order=34,Next
12,3647192,833540,WV.1800AP-2.BLUE.BLACK.V70.KIT BS7.BP.NACECARE,30,"14""PL WK 12-2022",VAC C,PACK-C1,140,VAC C PACK,20,PACK-C1,VAC C PACK1,0.083333,12,150,2.5,23/03/2022 08:00,23/03/2022 10:45,,Sales order=34,Next
12,3647193,838289,WVD.900-2.BLUE.BLACK.V30.KIT BS7.BP.NUMATIC GMBH.(WITH DIE CAST FLANGE),24,"14""PL WK 12-2022",VAC C,PREP-C1,110,VAC C DRUM PREP,20,PREP-C1,VAC C DRUM PREP,0.083333,12,120,2,22/03/2022 08:00,22/03/2022 10:00,,Sales order=48,Next
12,3647193,838289,WVD.900-2.BLUE.BLACK.V30.KIT BS7.BP.NUMATIC GMBH.(WITH DIE CAST FLANGE),24,"14""PL WK 12-2022",VAC C,BUILD-C1,120,VAC C BUILD STAGE 1,20,BUILD-C1,VAC C BUILD STAGE 1,0.083333,12,120,2,22/03/2022 08:00,22/03/2022 10:00,,Sales order=48,Next
12,3647193,838289,WVD.900-2.BLUE.BLACK.V30.KIT BS7.BP.NUMATIC GMBH.(WITH DIE CAST FLANGE),24,"14""PL WK 12-2022",VAC C,EOLT-C1,130,VAC C END OF LINE TEST,20,EOLT-C1,VAC C END OF LINE TEST,0.083333,12,120,2,22/03/2022 08:00,22/03/2022 10:00,,Sales order=48,Next
12,3647193,838289,WVD.900-2.BLUE.BLACK.V30.KIT BS7.BP.NUMATIC GMBH.(WITH DIE CAST FLANGE),24,"14""PL WK 12-2022",VAC C,PACK-C1,140,VAC C PACK,20,PACK-C1,VAC C PACK1,0.083333,12,120,2,22/03/2022 08:00,22/03/2022 10:00,,Sales order=48,Next
12,3647194,838311,WVD.900-2.BLUE.BLACK.V16.KIT BS8.BP.WITH DIE CAST NECK.S/S DEFLECTOR,20,"14""PL WK 12-2022",VAC C,PREP-C1,110,VAC C DRUM PREP,20,PREP-C1,VAC C DRUM PREP,0.083333,12,100,1.67,22/03/2022 08:00,22/03/2022 09:40,,Sales order=20,Next
12,3647194,838311,WVD.900-2.BLUE.BLACK.V16.KIT BS8.BP.WITH DIE CAST NECK.S/S DEFLECTOR,20,"14""PL WK 12-2022",VAC C,BUILD-C1,120,VAC C BUILD STAGE 1,20,BUILD-C1,VAC C BUILD STAGE 1,0.083333,12,100,1.67,22/03/2022 08:00,22/03/2022 09:40,,Sales order=20,Next
12,3647194,838311,WVD.900-2.BLUE.BLACK.V16.KIT BS8.BP.WITH DIE CAST NECK.S/S DEFLECTOR,20,"14""PL WK 12-2022",VAC C,EOLT-C1,130,VAC C END OF LINE TEST,20,EOLT-C1,VAC C END OF LINE TEST,0.083333,12,100,1.67,22/03/2022 08:00,22/03/2022 09:40,,Sales order=20,Next
12,3647194,838311,WVD.900-2.BLUE.BLACK.V16.KIT BS8.BP.WITH DIE CAST NECK.S/S DEFLECTOR,20,"14""PL WK 12-2022",VAC C,PACK-C1,140,VAC C PACK,20,PACK-C1,VAC C PACK1,0.083333,12,100,1.67,22/03/2022 08:00,22/03/2022 09:40,,Sales order=20,Next
12,3647195,838378,WVD.570-2.BLUE.BLACK.V30.KIT BS7.BP.NUMATIC GMBH.(WITH DIE CAST FLANGE),20,"14""PL WK 12-2022",VAC C,PREP-C1,110,VAC C DRUM PREP,20,PREP-C1,VAC C DRUM PREP,0.083333,12,100,1.67,21/03/2022 08:00,21/03/2022 09:40,,Sales order=23,Next
12,3647195,838378,WVD.570-2.BLUE.BLACK.V30.KIT BS7.BP.NUMATIC GMBH.(WITH DIE CAST FLANGE),20,"14""PL WK 12-2022",VAC C,BUILD-C1,120,VAC C BUILD STAGE 1,20,BUILD-C1,VAC C BUILD STAGE 1,0.083333,12,100,1.67,21/03/2022 08:00,21/03/2022 09:40,,Sales order=23,Next
12,3647195,838378,WVD.570-2.BLUE.BLACK.V30.KIT BS7.BP.NUMATIC GMBH.(WITH DIE CAST FLANGE),20,"14""PL WK 12-2022",VAC C,EOLT-C1,130,VAC C END OF LINE TEST,20,EOLT-C1,VAC C END OF LINE TEST,0.083333,12,100,1.67,21/03/2022 08:00,21/03/2022 09:40,,Sales order=23,Next
12,3647195,838378,WVD.570-2.BLUE.BLACK.V30.KIT BS7.BP.NUMATIC GMBH.(WITH DIE CAST FLANGE),20,"14""PL WK 12-2022",VAC C,PACK-C1,140,VAC C PACK,20,PACK-C1,VAC C PACK1,0.083333,12,100,1.67,21/03/2022 08:00,21/03/2022 09:40,,Sales order=23,Next
12,3647196,838901,WV.570-2.BLUE.BLACK.V30.KIT AA5.BP.LESS DRY FILTER.DIE CAST NECK. S/S DEFLECTOR,20,"14""PL WK 12-2022",VAC C,PREP-C1,110,VAC C DRUM PREP,20,PREP-C1,VAC C DRUM PREP,0.083333,12,100,1.67,21/03/2022 08:00,21/03/2022 09:40,,Sales order=20,Next
12,3647196,838901,WV.570-2.BLUE.BLACK.V30.KIT AA5.BP.LESS DRY FILTER.DIE CAST NECK. S/S DEFLECTOR,20,"14""PL WK 12-2022",VAC C,BUILD-C1,120,VAC C BUILD STAGE 1,20,BUILD-C1,VAC C BUILD STAGE 1,0.083333,12,100,1.67,21/03/2022 08:00,21/03/2022 09:40,,Sales order=20,Next
12,3647196,838901,WV.570-2.BLUE.BLACK.V30.KIT AA5.BP.LESS DRY FILTER.DIE CAST NECK. S/S DEFLECTOR,20,"14""PL WK 12-2022",VAC C,EOLT-C1,130,VAC C END OF LINE TEST,20,EOLT-C1,VAC C END OF LINE TEST,0.083333,12,100,1.67,21/03/2022 08:00,21/03/2022 09:40,,Sales order=20,Next
12,3647196,838901,WV.570-2.BLUE.BLACK.V30.KIT AA5.BP.LESS DRY FILTER.DIE CAST NECK. S/S DEFLECTOR,20,"14""PL WK 12-2022",VAC C,PACK-C1,140,VAC C PACK,20,PACK-C1,VAC C PACK1,0.083333,12,100,1.67,21/03/2022 08:00,21/03/2022 09:40,,Sales order=20,Next
12,3647197,833015,WV.900-2.BLUE.BLACK.V16.KIT BS8.BPB,10,"14""PL WK 12-2022",VAC C,PREP-C1,110,VAC C DRUM PREP,20,PREP-C1,VAC C DRUM PREP,0.083333,12,50,0.83,22/03/2022 08:00,22/03/2022 08:50,,No Demand found,Next
12,3647197,833015,WV.900-2.BLUE.BLACK.V16.KIT BS8.BPB,10,"14""PL WK 12-2022",VAC C,BUILD-C1,120,VAC C BUILD STAGE 1,20,BUILD-C1,VAC C BUILD STAGE 1,0.083333,12,50,0.83,22/03/2022 08:00,22/03/2022 08:50,,No Demand found,Next
12,3647197,833015,WV.900-2.BLUE.BLACK.V16.KIT BS8.BPB,10,"14""PL WK 12-2022",VAC C,EOLT-C1,130,VAC C END OF LINE TEST,20,EOLT-C1,VAC C END OF LINE TEST,0.083333,12,50,0.83,22/03/2022 08:00,22/03/2022 08:50,,No Demand found,Next
12,3647197,833015,WV.900-2.BLUE.BLACK.V16.KIT BS8.BPB,10,"14""PL WK 12-2022",VAC C,PACK-C1,140,VAC C PACK,20,PACK-C1,VAC C PACK1,0.083333,12,50,0.83,22/03/2022 08:00,22/03/2022 08:50,,No Demand found,Next
12,3647198,833018,WV.900-2.BLUE.BLACK.V37.KIT BS8.BPB,5,"14""PL WK 12-2022",VAC C,PREP-C1,110,VAC C DRUM PREP,20,PREP-C1,VAC C DRUM PREP,0.083333,12,25,0.42,21/03/2022 08:00,21/03/2022 08:25,,No Demand found,Next
12,3647198,833018,WV.900-2.BLUE.BLACK.V37.KIT BS8.BPB,5,"14""PL WK 12-2022",VAC C,BUILD-C1,120,VAC C BUILD STAGE 1,20,BUILD-C1,VAC C BUILD STAGE 1,0.083333,12,25,0.42,21/03/2022 08:00,21/03/2022 08:25,,No Demand found,Next
12,3647198,833018,WV.900-2.BLUE.BLACK.V37.KIT BS8.BPB,5,"14""PL WK 12-2022",VAC C,EOLT-C1,130,VAC C END OF LINE TEST,20,EOLT-C1,VAC C END OF LINE TEST,0.083333,12,25,0.42,21/03/2022 08:00,21/03/2022 08:25,,No Demand found,Next
12,3647198,833018,WV.900-2.BLUE.BLACK.V37.KIT BS8.BPB,5,"14""PL WK 12-2022",VAC C,PACK-C1,140,VAC C PACK,20,PACK-C1,VAC C PACK1,0.083333,12,25,0.42,21/03/2022 08:00,21/03/2022 08:25,,No Demand found,Next
12,3647199,833059,CTD.570-2.BLUE.BLACK.V16.KIT A41A.BPB,8,"14""PL WK 12-2022",VAC C,PREP-C1,110,VAC C DRUM PREP,20,PREP-C1,VAC C DRUM PREP,0.083333,12,40,0.67,21/03/2022 08:00,21/03/2022 08:40,,No Demand found,Next
12,3647199,833059,CTD.570-2.BLUE.BLACK.V16.KIT A41A.BPB,8,"14""PL WK 12-2022",VAC C,BUILD-C1,120,VAC C BUILD STAGE 1,20,BUILD-C1,VAC C BUILD STAGE 1,0.083333,12,40,0.67,21/03/2022 08:00,21/03/2022 08:40,,No Demand found,Next
12,3647199,833059,CTD.570-2.BLUE.BLACK.V16.KIT A41A.BPB,8,"14""PL WK 12-2022",VAC C,EOLT-C1,130,VAC C END OF LINE TEST,20,EOLT-C1,VAC C END OF LINE TEST,0.083333,12,40,0.67,21/03/2022 08:00,21/03/2022 08:40,,No Demand found,Next
12,3647199,833059,CTD.570-2.BLUE.BLACK.V16.KIT A41A.BPB,8,"14""PL WK 12-2022",VAC C,PACK-C1,140,VAC C PACK,20,PACK-C1,VAC C PACK1,0.083333,12,40,0.67,21/03/2022 08:00,21/03/2022 08:40,,No Demand found,Next
12,3647202,833108,WVD.900-2.BLUE.BLACK.V16.KIT BS8.BPB,25,"14""PL WK 12-2022",VAC C,PREP-C1,110,VAC C DRUM PREP,20,PREP-C1,VAC C DRUM PREP,0.083333,12,125,2.08,22/03/2022 08:00,22/03/2022 10:05,,Sales order=9,Next
12,3647202,833108,WVD.900-2.BLUE.BLACK.V16.KIT BS8.BPB,25,"14""PL WK 12-2022",VAC C,BUILD-C1,120,VAC C BUILD STAGE 1,20,BUILD-C1,VAC C BUILD STAGE 1,0.083333,12,125,2.08,22/03/2022 08:00,22/03/2022 10:05,,Sales order=9,Next
12,3647202,833108,WVD.900-2.BLUE.BLACK.V16.KIT BS8.BPB,25,"14""PL WK 12-2022",VAC C,EOLT-C1,130,VAC C END OF LINE TEST,20,EOLT-C1,VAC C END OF LINE TEST,0.083333,12,125,2.08,22/03/2022 08:00,22/03/2022 10:05,,Sales order=9,Next
12,3647202,833108,WVD.900-2.BLUE.BLACK.V16.KIT BS8.BPB,25,"14""PL WK 12-2022",VAC C,PACK-C1,140,VAC C PACK,20,PACK-C1,VAC C PACK1,0.083333,12,125,2.08,22/03/2022 08:00,22/03/2022 10:05,,Sales order=9,Next
12,3647204,833113,WVD.900-2.BLUE.BLACK.V37.KIT BS8.BPB,22,"14""PL WK 12-2022",VAC C,PREP-C1,110,VAC C DRUM PREP,20,PREP-C1,VAC C DRUM PREP,0.083333,12,110,1.83,22/03/2022 08:00,22/03/2022 09:50,,No Demand found,Next
12,3647204,833113,WVD.900-2.BLUE.BLACK.V37.KIT BS8.BPB,22,"14""PL WK 12-2022",VAC C,BUILD-C1,120,VAC C BUILD STAGE 1,20,BUILD-C1,VAC C BUILD STAGE 1,0.083333,12,110,1.83,22/03/2022 08:00,22/03/2022 09:50,,No Demand found,Next
12,3647204,833113,WVD.900-2.BLUE.BLACK.V37.KIT BS8.BPB,22,"14""PL WK 12-2022",VAC C,EOLT-C1,130,VAC C END OF LINE TEST,20,EOLT-C1,VAC C END OF LINE TEST,0.083333,12,110,1.83,22/03/2022 08:00,22/03/2022 09:50,,No Demand found,Next
12,3647204,833113,WVD.900-2.BLUE.BLACK.V37.KIT BS8.BPB,22,"14""PL WK 12-2022",VAC C,PACK-C1,140,VAC C PACK,20,PACK-C1,VAC C PACK1,0.083333,12,110,1.83,22/03/2022 08:00,22/03/2022 09:50,,No Demand found,Next
12,3647205,833136,WVD.1500-2.GREY.BLACK.V16.KIT BS7.BPB,4,"14""PL WK 12-2022",VAC C,PREP-C1,110,VAC C DRUM PREP,20,PREP-C1,VAC C DRUM PREP,0.083333,12,20,0.33,23/03/2022 08:00,23/03/2022 08:20,,Sales order=1,Next
12,3647205,833136,WVD.1500-2.GREY.BLACK.V16.KIT BS7.BPB,4,"14""PL WK 12-2022",VAC C,BUILD-C1,120,VAC C BUILD STAGE 1,20,BUILD-C1,VAC C BUILD STAGE 1,0.083333,12,20,0.33,23/03/2022 08:00,23/03/2022 08:20,,Sales order=1,Next
12,3647205,833136,WVD.1500-2.GREY.BLACK.V16.KIT BS7.BPB,4,"14""PL WK 12-2022",VAC C,EOLT-C1,130,VAC C END OF LINE TEST,20,EOLT-C1,VAC C END OF LINE TEST,0.083333,12,20,0.33,23/03/2022 08:00,23/03/2022 08:20,,Sales order=1,Next
12,3647205,833136,WVD.1500-2.GREY.BLACK.V16.KIT BS7.BPB,4,"14""PL WK 12-2022",VAC C,PACK-C1,140,VAC C PACK,20,PACK-C1,VAC C PACK1,0.083333,12,20,0.33,23/03/2022 08:00,23/03/2022 08:20,,Sales order=1,Next
12,3647207,835141,WV.1800DH-2.BLUE.BLACK.V37.KIT BS7.BP,2,"14""PL WK 12-2022",VAC C,PREP-C1,110,VAC C DRUM PREP,20,PREP-C1,VAC C DRUM PREP,0.083333,12,10,0.17,23/03/2022 08:00,23/03/2022 08:10,,Sales order=2,Next
12,3647207,835141,WV.1800DH-2.BLUE.BLACK.V37.KIT BS7.BP,2,"14""PL WK 12-2022",VAC C,BUILD-C1,120,VAC C BUILD STAGE 1,20,BUILD-C1,VAC C BUILD STAGE 1,0.083333,12,10,0.17,23/03/2022 08:00,23/03/2022 08:10,,Sales order=2,Next
12,3647207,835141,WV.1800DH-2.BLUE.BLACK.V37.KIT BS7.BP,2,"14""PL WK 12-2022",VAC C,EOLT-C1,130,VAC C END OF LINE TEST,20,EOLT-C1,VAC C END OF LINE TEST,0.083333,12,10,0.17,23/03/2022 08:00,23/03/2022 08:10,,Sales order=2,Next
12,3647207,835141,WV.1800DH-2.BLUE.BLACK.V37.KIT BS7.BP,2,"14""PL WK 12-2022",VAC C,PACK-C1,140,VAC C PACK,20,PACK-C1,VAC C PACK1,0.083333,12,10,0.17,23/03/2022 08:00,23/03/2022 08:10,,Sales order=2,Next
12,3647208,835217,WV.1800DH-2.BLUE.BLACK.V16.KIT BS7.BP,10,"14""PL WK 12-2022",VAC C,PREP-C1,110,VAC C DRUM PREP,20,PREP-C1,VAC C DRUM PREP,0.083333,12,50,0.83,23/03/2022 08:00,23/03/2022 08:50,,Sales order=14,Next
12,3647208,835217,WV.1800DH-2.BLUE.BLACK.V16.KIT BS7.BP,10,"14""PL WK 12-2022",VAC C,BUILD-C1,120,VAC C BUILD STAGE 1,20,BUILD-C1,VAC C BUILD STAGE 1,0.083333,12,50,0.83,23/03/2022 08:00,23/03/2022 08:50,,Sales order=14,Next
12,3647208,835217,WV.1800DH-2.BLUE.BLACK.V16.KIT BS7.BP,10,"14""PL WK 12-2022",VAC C,EOLT-C1,130,VAC C END OF LINE TEST,20,EOLT-C1,VAC C END OF LINE TEST,0.083333,12,50,0.83,23/03/2022 08:00,23/03/2022 08:50,,Sales order=14,Next
12,3647208,835217,WV.1800DH-2.BLUE.BLACK.V16.KIT BS7.BP,10,"14""PL WK 12-2022",VAC C,PACK-C1,140,VAC C PACK,20,PACK-C1,VAC C PACK1,0.083333,12,50,0.83,23/03/2022 08:00,23/03/2022 08:50,,Sales order=14,Next
12,3647209,835317,WVD.1800DH-2.BLUE.BLACK.V16.KIT BS7.BP,10,"14""PL WK 12-2022",VAC C,PREP-C1,110,VAC C DRUM PREP,20,PREP-C1,VAC C DRUM PREP,0.083333,12,50,0.83,23/03/2022 08:00,23/03/2022 08:50,,Sales order=37,Next
12,3647209,835317,WVD.1800DH-2.BLUE.BLACK.V16.KIT BS7.BP,10,"14""PL WK 12-2022",VAC C,BUILD-C1,120,VAC C BUILD STAGE 1,20,BUILD-C1,VAC C BUILD STAGE 1,0.083333,12,50,0.83,23/03/2022 08:00,23/03/2022 08:50,,Sales order=37,Next
12,3647209,835317,WVD.1800DH-2.BLUE.BLACK.V16.KIT BS7.BP,10,"14""PL WK 12-2022",VAC C,EOLT-C1,130,VAC C END OF LINE TEST,20,EOLT-C1,VAC C END OF LINE TEST,0.083333,12,50,0.83,23/03/2022 08:00,23/03/2022 08:50,,Sales order=37,Next
12,3647209,835317,WVD.1800DH-2.BLUE.BLACK.V16.KIT BS7.BP,10,"14""PL WK 12-2022",VAC C,PACK-C1,140,VAC C PACK,20,PACK-C1,VAC C PACK1,0.083333,12,50,0.83,23/03/2022 08:00,23/03/2022 08:50,,Sales order=37,Next
12,3647210,835334,WVD.1800DH-2.BLUE.BLACK.V30.KIT BS7.BP,10,"14""PL WK 12-2022",VAC C,PREP-C1,110,VAC C DRUM PREP,20,PREP-C1,VAC C DRUM PREP,0.083333,12,50,0.83,23/03/2022 08:00,23/03/2022 08:50,,Sales order=41,Next
12,3647210,835334,WVD.1800DH-2.BLUE.BLACK.V30.KIT BS7.BP,10,"14""PL WK 12-2022",VAC C,BUILD-C1,120,VAC C BUILD STAGE 1,20,BUILD-C1,VAC C BUILD STAGE 1,0.083333,12,50,0.83,23/03/2022 08:00,23/03/2022 08:50,,Sales order=41,Next
12,3647210,835334,WVD.1800DH-2.BLUE.BLACK.V30.KIT BS7.BP,10,"14""PL WK 12-2022",VAC C,EOLT-C1,130,VAC C END OF LINE TEST,20,EOLT-C1,VAC C END OF LINE TEST,0.083333,12,50,0.83,23/03/2022 08:00,23/03/2022 08:50,,Sales order=41,Next
12,3647210,835334,WVD.1800DH-2.BLUE.BLACK.V30.KIT BS7.BP,10,"14""PL WK 12-2022",VAC C,PACK-C1,140,VAC C PACK,20,PACK-C1,VAC C PACK1,0.083333,12,50,0.83,23/03/2022 08:00,23/03/2022 08:50,,Sales order=41,Next
12,3647211,835341,WVD.1800DH-2.BLUE.BLACK.V37.KIT BS7.BP,5,"14""PL WK 12-2022",VAC C,PREP-C1,110,VAC C DRUM PREP,20,PREP-C1,VAC C DRUM PREP,0.083333,12,25,0.42,23/03/2022 08:00,23/03/2022 08:25,,Sales order=12,Next
12,3647211,835341,WVD.1800DH-2.BLUE.BLACK.V37.KIT BS7.BP,5,"14""PL WK 12-2022",VAC C,BUILD-C1,120,VAC C BUILD STAGE 1,20,BUILD-C1,VAC C BUILD STAGE 1,0.083333,12,25,0.42,23/03/2022 08:00,23/03/2022 08:25,,Sales order=12,Next
12,3647211,835341,WVD.1800DH-2.BLUE.BLACK.V37.KIT BS7.BP,5,"14""PL WK 12-2022",VAC C,EOLT-C1,130,VAC C END OF LINE TEST,20,EOLT-C1,VAC C END OF LINE TEST,0.083333,12,25,0.42,23/03/2022 08:00,23/03/2022 08:25,,Sales order=12,Next
12,3647211,835341,WVD.1800DH-2.BLUE.BLACK.V37.KIT BS7.BP,5,"14""PL WK 12-2022",VAC C,PACK-C1,140,VAC C PACK,20,PACK-C1,VAC C PACK1,0.083333,12,25,0.42,23/03/2022 08:00,23/03/2022 08:25,,Sales order=12,Next
